timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/22 14:19:40.957, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.64 W
2026/09/22 14:19:41.207, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.13 W
2026/09/22 14:19:41.458, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.53 W
2026/09/22 14:19:41.708, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.32 W
2026/09/22 14:19:41.958, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.49 W
2026/09/22 14:19:42.208, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 183.20 W
2026/09/22 14:19:42.458, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 182.69 W
2026/09/22 14:19:42.708, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 182.92 W
2026/09/22 14:19:42.958, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 183.12 W
2026/09/22 14:19:43.208, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.88 W
2026/09/22 14:19:43.462, 0, 97 %, 4 %, 4943 MiB, 143771 MiB, 189.74 W
2026/09/22 14:19:43.712, 0, 97 %, 5 %, 5643 MiB, 143771 MiB, 190.25 W
2026/09/22 14:19:43.962, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.24 W
2026/09/22 14:19:44.212, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.31 W
2026/09/22 14:19:44.462, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.51 W
2026/09/22 14:19:44.712, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.25 W
2026/09/22 14:19:44.963, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.95 W
2026/09/22 14:19:45.213, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.75 W
2026/09/22 14:19:45.463, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.57 W
2026/09/22 14:19:45.713, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.70 W
2026/09/22 14:19:45.963, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.39 W
2026/09/22 14:19:46.213, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.01 W
2026/09/22 14:19:46.463, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.91 W
2026/09/22 14:19:46.713, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 190.56 W
2026/09/22 14:19:46.964, 0, 98 %, 5 %, 4943 MiB, 143771 MiB, 190.27 W
2026/09/22 14:19:47.214, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.93 W
2026/09/22 14:19:47.464, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.68 W
2026/09/22 14:19:47.714, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.22 W
2026/09/22 14:19:47.964, 0, 75 %, 3 %, 4943 MiB, 143771 MiB, 182.37 W
2026/09/22 14:19:48.214, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 182.22 W
2026/09/22 14:19:48.464, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 182.77 W
2026/09/22 14:19:48.714, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 183.60 W
2026/09/22 14:19:48.965, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 190.33 W
2026/09/22 14:19:49.215, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.44 W
2026/09/22 14:19:49.465, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.74 W
2026/09/22 14:19:49.715, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.67 W
2026/09/22 14:19:49.965, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.18 W
2026/09/22 14:19:50.215, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 190.11 W
2026/09/22 14:19:50.465, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.30 W
2026/09/22 14:19:50.715, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.17 W
2026/09/22 14:19:50.966, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.71 W
2026/09/22 14:19:51.216, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.14 W
2026/09/22 14:19:51.466, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.13 W
2026/09/22 14:19:51.716, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 187.87 W
2026/09/22 14:19:51.966, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.28 W
2026/09/22 14:19:52.216, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.77 W
2026/09/22 14:19:52.466, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.87 W
2026/09/22 14:19:52.716, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 190.41 W
2026/09/22 14:19:52.966, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.88 W
2026/09/22 14:19:53.217, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.71 W
2026/09/22 14:19:53.467, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 183.03 W
2026/09/22 14:19:53.717, 0, 74 %, 3 %, 4943 MiB, 143771 MiB, 182.64 W
2026/09/22 14:19:53.967, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 182.23 W
2026/09/22 14:19:54.217, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 181.96 W
2026/09/22 14:19:54.467, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 186.85 W
2026/09/22 14:19:54.717, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 185.10 W
2026/09/22 14:19:54.967, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 184.95 W
2026/09/22 14:19:55.218, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 185.41 W
2026/09/22 14:19:55.468, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 187.33 W
2026/09/22 14:19:55.718, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 188.60 W
2026/09/22 14:19:55.968, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.09 W
2026/09/22 14:19:56.218, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.35 W
2026/09/22 14:19:56.468, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.25 W
2026/09/22 14:19:56.718, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.45 W
2026/09/22 14:19:56.968, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.40 W
2026/09/22 14:19:57.219, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.52 W
2026/09/22 14:19:57.469, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.41 W
2026/09/22 14:19:57.719, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.43 W
2026/09/22 14:19:57.969, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 190.54 W
2026/09/22 14:19:58.219, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.15 W
2026/09/22 14:19:58.469, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.51 W
2026/09/22 14:19:58.719, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 189.68 W
2026/09/22 14:19:58.969, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 183.93 W
2026/09/22 14:19:59.220, 0, 74 %, 3 %, 5643 MiB, 143771 MiB, 181.79 W
2026/09/22 14:19:59.470, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 182.53 W
2026/09/22 14:19:59.720, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 182.78 W
2026/09/22 14:19:59.970, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 188.72 W
2026/09/22 14:20:00.220, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 191.36 W
2026/09/22 14:20:00.470, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 191.24 W
2026/09/22 14:20:00.720, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 192.08 W
2026/09/22 14:20:00.970, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 192.08 W
2026/09/22 14:20:01.221, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 191.29 W
2026/09/22 14:20:01.471, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 190.74 W
2026/09/22 14:20:01.721, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 189.94 W
2026/09/22 14:20:01.971, 0, 2 %, 1 %, 4943 MiB, 143771 MiB, 175.66 W
2026/09/22 14:20:02.265, 0, 25 %, 1 %, 4943 MiB, 143771 MiB, 157.86 W
2026/09/22 14:20:02.526, 0, 0 %, 0 %, 5643 MiB, 143771 MiB, 137.84 W
2026/09/22 14:20:02.836, 0, 0 %, 0 %, 5643 MiB, 143771 MiB, 125.43 W
2026/09/22 14:20:03.101, 0, 6 %, 0 %, 4943 MiB, 143771 MiB, 125.09 W
2026/09/22 14:20:03.352, 0, 20 %, 1 %, 4943 MiB, 143771 MiB, 123.81 W
2026/09/22 14:20:03.615, 0, 65 %, 3 %, 4943 MiB, 143771 MiB, 138.41 W
2026/09/22 14:20:03.865, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 152.72 W
2026/09/22 14:20:04.115, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 169.42 W
2026/09/22 14:20:04.365, 0, 97 %, 5 %, 4943 MiB, 143771 MiB, 183.56 W
2026/09/22 14:20:04.616, 0, 5 %, 1 %, 4943 MiB, 143771 MiB, 178.35 W
2026/09/22 14:20:04.866, 0, 67 %, 3 %, 4943 MiB, 143771 MiB, 172.50 W
2026/09/22 14:20:05.118, 0, 65 %, 3 %, 5643 MiB, 143771 MiB, 156.99 W
2026/09/22 14:20:05.437, 0, 1 %, 0 %, 4943 MiB, 143771 MiB, 142.82 W
2026/09/22 14:20:05.707, 0, 25 %, 1 %, 4943 MiB, 143771 MiB, 141.05 W
2026/09/22 14:20:06.002, 0, 1 %, 0 %, 4943 MiB, 143771 MiB, 124.61 W
2026/09/22 14:20:06.252, 0, 26 %, 1 %, 4943 MiB, 143771 MiB, 126.75 W
2026/09/22 14:20:06.512, 0, 2 %, 0 %, 4943 MiB, 143771 MiB, 131.54 W
2026/09/22 14:20:06.763, 0, 52 %, 2 %, 4943 MiB, 143771 MiB, 137.31 W
2026/09/22 14:20:07.013, 0, 98 %, 4 %, 4943 MiB, 143771 MiB, 158.08 W
2026/09/22 14:20:07.263, 0, 97 %, 5 %, 5643 MiB, 143771 MiB, 169.06 W
2026/09/22 14:20:07.513, 0, 97 %, 5 %, 5643 MiB, 143771 MiB, 183.34 W
2026/09/22 14:20:07.764, 0, 50 %, 2 %, 4943 MiB, 143771 MiB, 176.55 W
2026/09/22 14:20:08.016, 0, 29 %, 2 %, 4943 MiB, 143771 MiB, 163.90 W
2026/09/22 14:20:08.311, 0, 25 %, 1 %, 5643 MiB, 143771 MiB, 146.39 W
2026/09/22 14:20:08.581, 0, 0 %, 0 %, 5643 MiB, 143771 MiB, 131.04 W
2026/09/22 14:20:08.885, 0, 0 %, 0 %, 4943 MiB, 143771 MiB, 126.97 W
2026/09/22 14:20:09.137, 0, 27 %, 0 %, 4943 MiB, 143771 MiB, 124.79 W
2026/09/22 14:20:09.390, 0, 31 %, 1 %, 4961 MiB, 143771 MiB, 126.40 W
2026/09/22 14:20:09.651, 0, 66 %, 3 %, 143185 MiB, 143771 MiB, 139.82 W
2026/09/22 14:20:09.901, 0, 100 %, 51 %, 143185 MiB, 143771 MiB, 184.21 W
